"group","axis","value"
"Tribal Seeds","tempo",134.1679
"Tribal Tech","danceability",0.566
"Tribal Tech","energy",0.887
"Tribal Tech","liveness",0.127
"Tribal Tech","tempo",123.935
"Trick Daddy","danceability",0.823264706
"Trick Daddy","energy",0.695352941
"Trick Daddy","liveness",0.208088235
"Trick Daddy","tempo",119.7361765
"Trick Pony","danceability",0.484
"Trick Pony","energy",0.905
"Trick Pony","liveness",0.286
"Trick Pony","tempo",182.058
"Trick Trick","danceability",0.593
"Trick Trick","energy",0.789
"Trick Trick","liveness",0.619
"Trick Trick","tempo",91.189
"Tricky","danceability",0.626666667
"Tricky","energy",0.630833333
"Tricky","liveness",0.16445
"Tricky","tempo",105.0471667
"Triegy","danceability",0.685
"Triegy","energy",0.553
"Triegy","liveness",0.654
"Triegy","tempo",130.022
"Trife","danceability",0.727
"Trife","energy",0.961
"Trife","liveness",0.334
"Trife","tempo",105.031
"Trife Da God","danceability",0.834
"Trife Da God","energy",0.754
"Trife Da God","liveness",0.0981
"Trife Da God","tempo",95.009
"Triganuca Nemciu","danceability",0.236
"Triganuca Nemciu","energy",0.154
"Triganuca Nemciu","liveness",0.358
"Triganuca Nemciu","tempo",83.941
"Trigo Limpio","danceability",0.785
"Trigo Limpio","energy",0.526
"Trigo Limpio","liveness",0.1157
"Trigo Limpio","tempo",96.6905
"Trill Ryan","danceability",0.766
"Trill Ryan","energy",0.498
"Trill Ryan","liveness",0.306
"Trill Ryan","tempo",104.006
"Trillville","danceability",0.863
"Trillville","energy",0.684
"Trillville","liveness",0.109
"Trillville","tempo",101.6681667
"Trilok Kapoor","danceability",0.68
"Trilok Kapoor","energy",0.2905
"Trilok Kapoor","liveness",0.1275
"Trilok Kapoor","tempo",83.8595
"Trin-I-Tee 5:7","danceability",0.79
"Trin-I-Tee 5:7","energy",0.418
"Trin-I-Tee 5:7","liveness",0.12
"Trin-I-Tee 5:7","tempo",111.943
"Trina","danceability",0.822538462
"Trina","energy",0.715884615
"Trina","liveness",0.189784615
"Trina","tempo",124.3568846
"Trina Broussard","danceability",0.511
"Trina Broussard","energy",0.429
"Trina Broussard","liveness",0.0529
"Trina Broussard","tempo",88.384
"Trinere","danceability",0.842
"Trinere","energy",0.607
"Trinere","liveness",0.0516
"Trinere","tempo",123.884
"Trini Lopez","danceability",0.493
"Trini Lopez","energy",0.789
"Trini Lopez","liveness",0.7555
"Trini Lopez","tempo",129.2605
"Trinidad Cardona","danceability",0.757
"Trinidad Cardona","energy",0.769
"Trinidad Cardona","liveness",0.334
"Trinidad Cardona","tempo",124.129
"Trinidad James","danceability",0.71725
"Trinidad James","energy",0.6625
"Trinidad James","liveness",0.241375
"Trinidad James","tempo",124.733
"Trinidad Troubadours","danceability",0.643
"Trinidad Troubadours","energy",0.708
"Trinidad Troubadours","liveness",0.118
"Trinidad Troubadours","tempo",93.093
"Triny La Leyenda","danceability",0.655333333
"Triny La Leyenda","energy",0.667666667
"Triny La Leyenda","liveness",0.1403
"Triny La Leyenda","tempo",112.3123333
"Trio","danceability",0.819
"Trio","energy",0.692
"Trio","liveness",0.321
"Trio","tempo",131.259
"Trio Aguilillas","danceability",0.630666667
"Trio Aguilillas","energy",0.538
"Trio Aguilillas","liveness",0.219666667
"Trio Aguilillas","tempo",117.8193333
"Trio Costeño","danceability",0.588333333
"Trio Costeño","energy",0.494
"Trio Costeño","liveness",0.284
"Trio Costeño","tempo",113.3306667
"Trio De Ouro","danceability",0.834
"Trio De Ouro","energy",0.596
"Trio De Ouro","liveness",0.127
"Trio De Ouro","tempo",116.754
"Trio Kitara","danceability",0.5045
"Trio Kitara","energy",0.5105
"Trio Kitara","liveness",0.1802
"Trio Kitara","tempo",96.7565
"Trio Lescano","danceability",0.699388889
"Trio Lescano","energy",0.250605556
"Trio Lescano","liveness",0.197427778
"Trio Lescano","tempo",129.1213889
"Trio Lissabet","danceability",0.507
"Trio Lissabet","energy",0.516
"Trio Lissabet","liveness",0.121
"Trio Lissabet","tempo",95.485
"Trio Los Condes","danceability",0.713
"Trio Los Condes","energy",0.431166667
"Trio Los Condes","liveness",0.204683333
"Trio Los Condes","tempo",117.8988333
"Trio Madrigal","danceability",0.255
"Trio Madrigal","energy",0.3155
"Trio Madrigal","liveness",0.2695
"Trio Madrigal","tempo",119.308
"Trio Maravilla","danceability",0.739333333
"Trio Maravilla","energy",0.745
"Trio Maravilla","liveness",0.077933333
"Trio Maravilla","tempo",127.433
"Trio Mocoto","danceability",0.484
"Trio Mocoto","energy",0.81
"Trio Mocoto","liveness",0.11
"Trio Mocoto","tempo",144.454
"Trio Nocturnal","danceability",0.727
"Trio Nocturnal","energy",0.495
"Trio Nocturnal","liveness",0.119
"Trio Nocturnal","tempo",122.319
"Trio Surdina","danceability",0.59175
"Trio Surdina","energy",0.198325
"Trio Surdina","liveness",0.154675
"Trio Surdina","tempo",130.66875
"Trio Vampari","danceability",0.346
"Trio Vampari","energy",0.439
"Trio Vampari","liveness",0.132
"Trio Vampari","tempo",114.846
"Trip Lee","danceability",0.7432
"Trip Lee","energy",0.7866
"Trip Lee","liveness",0.111
"Trip Lee","tempo",129.082
"Triple Seis","danceability",0.775
"Triple Seis","energy",0.762333333
"Triple Seis","liveness",0.545333333
"Triple Seis","tempo",125.484
"Trippie Redd","danceability",0.705205357
"Trippie Redd","energy",0.605321429
"Trippie Redd","liveness",0.159920536
"Trippie Redd","tempo",120.6030268
"Tripping Daisy","danceability",0.411
"Tripping Daisy","energy",0.885
"Tripping Daisy","liveness",0.1085
"Tripping Daisy","tempo",159.1995
"TrippyThaKid","danceability",0.853
"TrippyThaKid","energy",0.701
"TrippyThaKid","liveness",0.142
"TrippyThaKid","tempo",155.069
"Trippz Michaud","danceability",0.741
"Trippz Michaud","energy",0.785
"Trippz Michaud","liveness",0.109
"Trippz Michaud","tempo",128.04
"Tripuramba","danceability",0.544666667
"Tripuramba","energy",0.291666667
"Tripuramba","liveness",0.101266667
"Tripuramba","tempo",102.522
"Trisha Yearwood","danceability",0.643052632
"Trisha Yearwood","energy",0.510736842
"Trisha Yearwood","liveness",0.128847368
"Trisha Yearwood","tempo",115.7503684
"Tristam","danceability",0.585666667
"Tristam","energy",0.828833333
"Tristam","liveness",0.1143
"Tristam","tempo",117.0783333
"Tristan Powell","danceability",0.457
"Tristan Powell","energy",0.37175
"Tristan Powell","liveness",0.1761125
"Tristan Powell","tempo",125.68675
"Tristan Tzara","danceability",0.506
"Tristan Tzara","energy",0.0971
"Tristan Tzara","liveness",0.128
"Tristan Tzara","tempo",198.06
"Triste Janero","danceability",0.668
"Triste Janero","energy",0.511
"Triste Janero","liveness",0.161
"Triste Janero","tempo",130.42
"Tristeza Melancolía","danceability",0.728
"Tristeza Melancolía","energy",0.762
"Tristeza Melancolía","liveness",0.149
"Tristeza Melancolía","tempo",108.007
"Tristian Fitzmaurice","danceability",0.593
"Tristian Fitzmaurice","energy",0.00864
"Tristian Fitzmaurice","liveness",0.14
"Tristian Fitzmaurice","tempo",132.772
"Tritonal","danceability",0.566
"Tritonal","energy",0.7555
"Tritonal","liveness",0.148
"Tritonal","tempo",126.5475
"Triumph","danceability",0.375333333
"Triumph","energy",0.7298
"Triumph","liveness",0.161216667
"Triumph","tempo",125.3486667
"Trivium","danceability",0.438166667
"Trivium","energy",0.956416667
"Trivium","liveness",0.199875
"Trivium","tempo",137.31875
"Trixter","danceability",0.580333333
"Trixter","energy",0.614666667
"Trixter","liveness",0.1498
"Trixter","tempo",120.6173333
"Trizz","danceability",0.628
"Trizz","energy",0.588
"Trizz","liveness",0.406
"Trizz","tempo",83.13
"Trocadero","danceability",0.584
"Trocadero","energy",0.577
"Trocadero","liveness",0.121
"Trocadero","tempo",104.778
"Trombone Shorty","danceability",0.758
"Trombone Shorty","energy",0.816
"Trombone Shorty","liveness",0.391
"Trombone Shorty","tempo",99.984
"Troop","danceability",0.622461538
"Troop","energy",0.550461538
"Troop","liveness",0.193807692
"Troop","tempo",97.81715385
"Troop 41","danceability",0.66
"Troop 41","energy",0.925
"Troop 41","liveness",0.87
"Troop 41","tempo",81.041
"Trooper","danceability",0.628
"Trooper","energy",0.68475
"Trooper","liveness",0.132325
"Trooper","tempo",126.85975
"Tropical Del Bravo","danceability",0.668
"Tropical Del Bravo","energy",0.6734
"Tropical Del Bravo","liveness",0.14636
"Tropical Del Bravo","tempo",134.1772
"Tropical Panamá","danceability",0.682384615
"Tropical Panamá","energy",0.677230769
"Tropical Panamá","liveness",0.187769231
"Tropical Panamá","tempo",139.5395385
"Tropicalísimo Apache","danceability",0.753466667
"Tropicalísimo Apache","energy",0.5772
"Tropicalísimo Apache","liveness",0.16932
"Tropicalísimo Apache","tempo",130.7078667
"Trouble","danceability",0.691666667
"Trouble","energy",0.657666667
"Trouble","liveness",0.268666667
"Trouble","tempo",106.3583333
"Trouble Andrew","danceability",0.655
"Trouble Andrew","energy",0.715
"Trouble Andrew","liveness",0.0817
"Trouble Andrew","tempo",91.995
"Trouble Maker","danceability",0.838
"Trouble Maker","energy",0.805
"Trouble Maker","liveness",0.0778
"Trouble Maker","tempo",115.026
"Troy","danceability",0.6868
"Troy","energy",0.7049
"Troy","liveness",0.10183
"Troy","tempo",115.3643
"Troy Ave","danceability",0.656
"Troy Ave","energy",0.393
"Troy Ave","liveness",0.0903
"Troy Ave","tempo",93.978
"Troy Cartwright","danceability",0.651
"Troy Cartwright","energy",0.929
"Troy Cartwright","liveness",0.209
"Troy Cartwright","tempo",115.021
"Troy Shondell","danceability",0.407
"Troy Shondell","energy",0.366
"Troy Shondell","liveness",0.579
"Troy Shondell","tempo",81.898
"TroyBoi","danceability",0.7532
"TroyBoi","energy",0.6334
"TroyBoi","liveness",0.21926
"TroyBoi","tempo",124.6092
"Troye Sivan","danceability",0.563666667
"Troye Sivan","energy",0.621666667
"Troye Sivan","liveness",0.178574359
"Troye Sivan","tempo",102.3059744
"Tru","danceability",0.805
"Tru","energy",0.827
"Tru","liveness",0.0348
"Tru","tempo",101.007
"Truckfighters","danceability",0.198
"Truckfighters","energy",0.756
"Truckfighters","liveness",0.16
"Truckfighters","tempo",121.924
"Trude Roesler","danceability",0.323714286
"Trude Roesler","energy",0.241785714
"Trude Roesler","liveness",0.483214286
"Trude Roesler","tempo",98.28871429
"Trudy Stevens","danceability",0.3345
"Trudy Stevens","energy",0.2575
"Trudy Stevens","liveness",0.327
"Trudy Stevens","tempo",106.4905
"True Damage","danceability",0.642
"True Damage","energy",0.683
"True Damage","liveness",0.155
"True Damage","tempo",154.881
"True Faith","danceability",0.792
"True Faith","energy",0.105
"True Faith","liveness",0.102
"True Faith","tempo",102.087
"True Image","danceability",0.858
"True Image","energy",0.609
"True Image","liveness",0.315
"True Image","tempo",107.978
"Truman Capote","danceability",0.689
"Truman Capote","energy",0.188
"Truman Capote","liveness",0.124
"Truman Capote","tempo",82.979
"Trussel","danceability",0.856
"Trussel","energy",0.655
"Trussel","liveness",0.646
"Trussel","tempo",112.35
"Truth Hurts","danceability",0.929
"Truth Hurts","energy",0.734
"Truth Hurts","liveness",0.108
"Truth Hurts","tempo",99.002
"Tryhardninja","danceability",0.631
"Tryhardninja","energy",0.689666667
"Tryhardninja","liveness",0.204966667
"Tryhardninja","tempo",127.38
"Tryo","danceability",0.826
"Tryo","energy",0.442
"Tryo","liveness",0.107
"Tryo","tempo",103.949
"Trío Los Chamas","danceability",0.67175
"Trío Los Chamas","energy",0.61375
"Trío Los Chamas","liveness",0.38224375
"Trío Los Chamas","tempo",128.3868125
"Trío Re Fa Si","danceability",0.476666667
"Trío Re Fa Si","energy",0.598333333
"Trío Re Fa Si","liveness",0.565333333
"Trío Re Fa Si","tempo",135.5646667
"Tsai Chin","danceability",0.387571429
"Tsai Chin","energy",0.216314286
"Tsai Chin","liveness",0.2168
"Tsai Chin","tempo",121.9548571
"Tsidii Le Loka","danceability",0.351666667
"Tsidii Le Loka","energy",0.344333333
"Tsidii Le Loka","liveness",0.254333333
"Tsidii Le Loka","tempo",92.96633333
"Tsunami Bomb","danceability",0.499
"Tsunami Bomb","energy",0.887
"Tsunami Bomb","liveness",0.231
"Tsunami Bomb","tempo",139.332
"Tsuyu","danceability",0.862
"Tsuyu","energy",0.654
"Tsuyu","liveness",0.369
"Tsuyu","tempo",119.993
"Tubeway Army","danceability",0.551666667
"Tubeway Army","energy",0.641333333
"Tubeway Army","liveness",0.280333333
"Tubeway Army","tempo",121.451
"Tuck & Patti","danceability",0.537
"Tuck & Patti","energy",0.1118
"Tuck & Patti","liveness",0.115333333
"Tuck & Patti","tempo",94.63533333
"Tucka","danceability",0.845
"Tucka","energy",0.73
"Tucka","liveness",0.135
"Tucka","tempo",107.011
"Tucker Smith","danceability",0.49075
"Tucker Smith","energy",0.50775
"Tucker Smith","liveness",0.278925
"Tucker Smith","tempo",103.3
"Tuff Crew","danceability",0.944
"Tuff Crew","energy",0.805
"Tuff Crew","liveness",0.468
"Tuff Crew","tempo",113.993
"Tujack","danceability",0.789
"Tujack","energy",0.639
"Tujack","liveness",0.228
"Tujack","tempo",124.047
"Tujamo","danceability",0.6728
"Tujamo","energy",0.9256
"Tujamo","liveness",0.2352
"Tujamo","tempo",127.0964
"Tukua Tauhere Teuria","danceability",0.78
"Tukua Tauhere Teuria","energy",0.341
"Tukua Tauhere Teuria","liveness",0.101
"Tukua Tauhere Teuria","tempo",140.715
"Tullio Serafin","danceability",0.298545029
"Tullio Serafin","energy",0.170525146
"Tullio Serafin","liveness",0.216464327
"Tullio Serafin","tempo",97.50188889
"Tullycraft","danceability",0.497
"Tullycraft","energy",0.548
"Tullycraft","liveness",0.119
"Tullycraft","tempo",137.224
"Tulshiram Buva Dixit","danceability",0.3725
"Tulshiram Buva Dixit","energy",0.5105
"Tulshiram Buva Dixit","liveness",0.26875
"Tulshiram Buva Dixit","tempo",93.663
"Tune-Yards","danceability",0.737
"Tune-Yards","energy",0.611
"Tune-Yards","liveness",0.344
"Tune-Yards","tempo",107.532
"Tuned Tone","danceability",0.635
"Tuned Tone","energy",0.222
"Tuned Tone","liveness",0.0815
"Tuned Tone","tempo",130.515
"Tungevaag","danceability",0.56
"Tungevaag","energy",0.836
"Tungevaag","liveness",0.314
"Tungevaag","tempo",127.643
"Turaiyur M. Rajagopala Sarma","danceability",0.4715
"Turaiyur M. Rajagopala Sarma","energy",0.2825
"Turaiyur M. Rajagopala Sarma","liveness",0.268
"Turaiyur M. Rajagopala Sarma","tempo",89.4145
"Turbo","danceability",0.787
"Turbo","energy",0.518
"Turbo","liveness",0.132
"Turbo","tempo",91.344
"Turbonegro","danceability",0.275
"Turbonegro","energy",0.98
"Turbonegro","liveness",0.0943
"Turbonegro","tempo",185.024
"Turisas","danceability",0.262
"Turisas","energy",0.928
"Turisas","liveness",0.195
"Turisas","tempo",161.925
"Turk","danceability",0.667
"Turk","energy",0.807333333
"Turk","liveness",0.649933333
"Turk","tempo",119.0483333
"Turnover","danceability",0.5352
"Turnover","energy",0.7206
"Turnover","liveness",0.11934
"Turnover","tempo",144.4278
"Turnpike Troubadours","danceability",0.532047619
"Turnpike Troubadours","energy",0.708333333
"Turnpike Troubadours","liveness",0.214271429
"Turnpike Troubadours","tempo",133.3869524
"Turtle Island String Quartet","danceability",0.528
"Turtle Island String Quartet","energy",0.304
"Turtle Island String Quartet","liveness",0.285
"Turtle Island String Quartet","tempo",136.134
"Tushar Dutta","danceability",0.4565
"Tushar Dutta","energy",0.3405
"Tushar Dutta","liveness",0.1605
"Tushar Dutta","tempo",109.163
"Tusharkana Pal","danceability",0.42
"Tusharkana Pal","energy",0.307
"Tusharkana Pal","liveness",0.42
"Tusharkana Pal","tempo",75.633
"Tuti Umpierre","danceability",0.575
"Tuti Umpierre","energy",0.080557143
"Tuti Umpierre","liveness",0.144528571
"Tuti Umpierre","tempo",98.76435714
"Tutti Camarata Orchestra","danceability",0.203
"Tutti Camarata Orchestra","energy",0.297
"Tutti Camarata Orchestra","liveness",0.099
"Tutti Camarata Orchestra","tempo",99.36
"Tuva Meyer","danceability",0.169
"Tuva Meyer","energy",0.0735
"Tuva Meyer","liveness",0.103
"Tuva Meyer","tempo",127.959
"Tuxedomoon","danceability",0.649
"Tuxedomoon","energy",0.175
"Tuxedomoon","liveness",0.139
"Tuxedomoon","tempo",104.113
"Twang and Round","danceability",0.66
"Twang and Round","energy",0.456
"Twang and Round","liveness",0.129
"Twang and Round","tempo",80.415
"Tweet","danceability",0.613428571
"Tweet","energy",0.516285714
"Tweet","liveness",0.085942857
"Tweet","tempo",109.4878571
"Twelve'len","danceability",0.551
"Twelve'len","energy",0.725
"Twelve'len","liveness",0.0956
"Twelve'len","tempo",99.919
"Twennynine","danceability",0.797
"Twennynine","energy",0.656
"Twennynine","liveness",0.131
"Twennynine","tempo",119.456
"Twenty 4 Seven","danceability",0.661
"Twenty 4 Seven","energy",0.87
"Twenty 4 Seven","liveness",0.332
"Twenty 4 Seven","tempo",131.013
"Twenty II","danceability",0.731
"Twenty II","energy",0.897
"Twenty II","liveness",0.391
"Twenty II","tempo",103.001
"Twenty One Pilots","danceability",0.645403509
"Twenty One Pilots","energy",0.618387719
"Twenty One Pilots","liveness",0.156761404
"Twenty One Pilots","tempo",119.1523158
"Twice As Much","danceability",0.359
"Twice As Much","energy",0.416
"Twice As Much","liveness",0.12
"Twice As Much","tempo",91.644
"Twice As Nice","danceability",0.645
"Twice As Nice","energy",0.541
"Twice As Nice","liveness",0.325
"Twice As Nice","tempo",95.061
"Twiddle","danceability",0.448333333
"Twiddle","energy",0.783
"Twiddle","liveness",0.142
"Twiddle","tempo",129.399
"Twila Paris","danceability",0.3846
"Twila Paris","energy",0.3826
"Twila Paris","liveness",0.19474
"Twila Paris","tempo",116.8638
"Twilight 22","danceability",0.8075
"Twilight 22","energy",0.603
"Twilight 22","liveness",0.08815
"Twilight 22","tempo",128.749
"Twin Forks","danceability",0.546
"Twin Forks","energy",0.842
"Twin Forks","liveness",0.0755
"Twin Forks","tempo",128.973
"Twin Peaks","danceability",0.495
"Twin Peaks","energy",0.782
"Twin Peaks","liveness",0.54
"Twin Peaks","tempo",116.114
"Twin Shadow","danceability",0.603
"Twin Shadow","energy",0.789
"Twin Shadow","liveness",0.2251
"Twin Shadow","tempo",147.994
"Twinkle","danceability",0.603
"Twinkle","energy",0.506
"Twinkle","liveness",0.0553
"Twinkle","tempo",124.953
"Twinz","danceability",0.6885
"Twinz","energy",0.4845
"Twinz","liveness",0.347
"Twinz","tempo",93.397
"Twista","danceability",0.722532468
"Twista","energy",0.738025974
"Twista","liveness",0.240183117
"Twista","tempo",132.2778571
"Twista & The Speedknot Mobstaz","danceability",0.747666667
"Twista & The Speedknot Mobstaz","energy",0.668333333
"Twista & The Speedknot Mobstaz","liveness",0.380666667
"Twista & The Speedknot Mobstaz","tempo",128.7516667
"Twisted Insane","danceability",0.775
"Twisted Insane","energy",0.668
"Twisted Insane","liveness",0.639
"Twisted Insane","tempo",120.028
"Twisted Sister","danceability",0.448541667
"Twisted Sister","energy",0.759125
"Twisted Sister","liveness",0.255541667
"Twisted Sister","tempo",126.3343333
"Twiztid","danceability",0.628
"Twiztid","energy",0.863
"Twiztid","liveness",0.3435
"Twiztid","tempo",128.92275
"Two Another","danceability",0.795
"Two Another","energy",0.549
"Two Another","liveness",0.115
"Two Another","tempo",108.012
"Two Door Cinema Club","danceability",0.552666667
"Two Door Cinema Club","energy",0.8
"Two Door Cinema Club","liveness",0.166473333
"Two Door Cinema Club","tempo",138.5288
"Two Feet","danceability",0.6884
"Two Feet","energy",0.3692
"Two Feet","liveness",0.14882
"Two Feet","tempo",117.9014
"Two Steps from Hell","danceability",0.388263158
"Two Steps from Hell","energy",0.761631579
"Two Steps from Hell","liveness",0.138978947
"Two Steps from Hell","tempo",115.2594211
"Two Tons Of Fun","danceability",0.684
"Two Tons Of Fun","energy",0.838
"Two Tons Of Fun","liveness",0.44
"Two Tons Of Fun","tempo",103.474
"Two aboriginal Songmen with didjeridu","danceability",0.657
"Two aboriginal Songmen with didjeridu","energy",0.167
"Two aboriginal Songmen with didjeridu","liveness",0.115
"Two aboriginal Songmen with didjeridu","tempo",110.542
"Two drums, pan-pipes, male and female voices","danceability",0.558
"Two drums, pan-pipes, male and female voices","energy",0.471
"Two drums, pan-pipes, male and female voices","liveness",0.313
"Two drums, pan-pipes, male and female voices","tempo",141.423
"Two male singers with iya drum and atchere","danceability",0.566
"Two male singers with iya drum and atchere","energy",0.47
"Two male singers with iya drum and atchere","liveness",0.161
"Two male singers with iya drum and atchere","tempo",164.978
"Two's Company Ensemble","danceability",0.5785
"Two's Company Ensemble","energy",0.2825
"Two's Company Ensemble","liveness",0.2865
"Two's Company Ensemble","tempo",95.7
"Ty Burhoe","danceability",0.175
"Ty Burhoe","energy",0.0536
"Ty Burhoe","liveness",0.0919
"Ty Burhoe","tempo",168.469
"Ty Dolla $ign","danceability",0.689604938
"Ty Dolla $ign","energy",0.592333333
"Ty Dolla $ign","liveness",0.204565432
"Ty Dolla $ign","tempo",120.1848765
"Ty Herndon","danceability",0.6024
"Ty Herndon","energy",0.641
"Ty Herndon","liveness",0.1674
"Ty Herndon","tempo",126.4952
"Ty Nitty","danceability",0.526
"Ty Nitty","energy",0.893
"Ty Nitty","liveness",0.186
"Ty Nitty","tempo",174.555
"Ty Segall","danceability",0.2305
"Ty Segall","energy",0.703
"Ty Segall","liveness",0.05875
"Ty Segall","tempo",140.8705
"Ty Wagner","danceability",0.508
"Ty Wagner","energy",0.907
"Ty Wagner","liveness",0.0764
"Ty Wagner","tempo",103.197
"Tycho","danceability",0.580111111
"Tycho","energy",0.726777778
"Tycho","liveness",0.127355556
"Tycho","tempo",130.3228889
"Tye Tribbett","danceability",0.5116
"Tye Tribbett","energy",0.8066
"Tye Tribbett","liveness",0.33724
"Tye Tribbett","tempo",138.726
"Tyga","danceability",0.808689655
"Tyga","energy",0.63491954
"Tyga","liveness",0.150544828
"Tyga","tempo",115.7937011
"Tygers Of Pan Tang","danceability",0.542
"Tygers Of Pan Tang","energy",0.925
"Tygers Of Pan Tang","liveness",0.49
"Tygers Of Pan Tang","tempo",143.156
"Tyla Yaweh","danceability",0.7004
"Tyla Yaweh","energy",0.5782
"Tyla Yaweh","liveness",0.1145
"Tyla Yaweh","tempo",129.8776
"Tyler Braden","danceability",0.403
"Tyler Braden","energy",0.617
"Tyler Braden","liveness",0.148
"Tyler Braden","tempo",150.064
"Tyler Brook","danceability",0.6795
"Tyler Brook","energy",0.434
"Tyler Brook","liveness",0.1955
"Tyler Brook","tempo",115.1795
"Tyler Cassidy","danceability",0.722
"Tyler Cassidy","energy",0.405
"Tyler Cassidy","liveness",0.177
"Tyler Cassidy","tempo",131.381
"Tyler Childers","danceability",0.49880597
"Tyler Childers","energy",0.386238806
"Tyler Childers","liveness",0.283755224
"Tyler Childers","tempo",124.2521642
"Tyler Farr","danceability",0.510111111
"Tyler Farr","energy",0.777333333
"Tyler Farr","liveness",0.136888889
"Tyler Farr","tempo",134.8407778
"Tyler James Williams","danceability",0.588636364
"Tyler James Williams","energy",0.863545455
"Tyler James Williams","liveness",0.315236364
"Tyler James Williams","tempo",123.5469091
"Tyler Rich","danceability",0.47
"Tyler Rich","energy",0.7545
"Tyler Rich","liveness",0.119
"Tyler Rich","tempo",171.849
"Tyler Wood","danceability",0.538
"Tyler Wood","energy",0.733
"Tyler Wood","liveness",0.289
"Tyler Wood","tempo",165.102
"Tyler, The Creator","danceability",0.553979452
"Tyler, The Creator","energy",0.640938356
"Tyler, The Creator","liveness",0.313289726
"Tyler, The Creator","tempo",108.964089
"Tynisha Keli","danceability",0.38
"Tynisha Keli","energy",0.692
"Tynisha Keli","liveness",0.343
"Tynisha Keli","tempo",133.942
"Type O Negative","danceability",0.377875
"Type O Negative","energy",0.763583333
"Type O Negative","liveness",0.1945375
"Type O Negative","tempo",115.0212917
"Typical Cats","danceability",0.76
"Typical Cats","energy",0.635
"Typical Cats","liveness",0.0975
"Typical Cats","tempo",90.992
"Tyrese","danceability",0.667238095
"Tyrese","energy",0.503047619
"Tyrese","liveness",0.134238095
"Tyrese","tempo",103.3788095
"Tyrone Davis","danceability",0.665111111
"Tyrone Davis","energy",0.460111111
"Tyrone Davis","liveness",0.132683333
"Tyrone Davis","tempo",112.8694444
"Tyrone Wells","danceability",0.6075
"Tyrone Wells","energy",0.4105
"Tyrone Wells","liveness",0.0928
"Tyrone Wells","tempo",81.9885
"Tyson Jennette","danceability",0.76
"Tyson Jennette","energy",0.605
"Tyson Jennette","liveness",0.141
"Tyson Jennette","tempo",105.69
"Téléphone","danceability",0.506333333
"Téléphone","energy",0.756333333
"Téléphone","liveness",0.112533333
"Téléphone","tempo",150.74
"Télépopmusik","danceability",0.684
"Télépopmusik","energy",0.684
"Télépopmusik","liveness",0.106
"Télépopmusik","tempo",113.988
"Tõnu Kaljuste","danceability",0.172
"Tõnu Kaljuste","energy",0.00652
"Tõnu Kaljuste","liveness",0.0628
"Tõnu Kaljuste","tempo",88.208
"Tölzer Knabenchor","danceability",0.519
"Tölzer Knabenchor","energy",0.245
"Tölzer Knabenchor","liveness",0.0437
"Tölzer Knabenchor","tempo",70.483
"Týr","danceability",0.548
"Týr","energy",0.918
"Týr","liveness",0.0797
"Týr","tempo",107.977
"Tέτος Δημητριάδης","danceability",0.389
"Tέτος Δημητριάδης","energy",0.472
"Tέτος Δημητριάδης","liveness",0.359
"Tέτος Δημητριάδης","tempo",173.819
"U Ba Than","danceability",0.445
"U Ba Than","energy",0.0568
"U Ba Than","liveness",0.068
"U Ba Than","tempo",102.082
"U Sein Maung","danceability",0.46
"U Sein Maung","energy",0.0989
"U Sein Maung","liveness",0.0492
"U Sein Maung","tempo",117.196
"U-God","danceability",0.8146
"U-God","energy",0.594
"U-God","liveness",0.25978
"U-God","tempo",98.0992
"U-Roy","danceability",0.749125
"U-Roy","energy",0.439625
"U-Roy","liveness",0.0953375
"U-Roy","tempo",92.3405
"U.Giordano","danceability",0.351
"U.Giordano","energy",0.254
"U.Giordano","liveness",0.102
"U.Giordano","tempo",87.249
"U.K.","danceability",0.519
"U.K.","energy",0.604
"U.K.","liveness",0.222
"U.K.","tempo",153.644
"U.K. Subs","danceability",0.678
"U.K. Subs","energy",0.876
"U.K. Subs","liveness",0.0741
"U.K. Subs","tempo",119.166
"U.P.O.","danceability",0.404
"U.P.O.","energy",0.79
"U.P.O.","liveness",0.134
"U.P.O.","tempo",139.547
"U.S. 69","danceability",0.607
"U.S. 69","energy",0.606
"U.S. 69","liveness",0.111
"U.S. 69","tempo",93.08
"U.S. Bombs","danceability",0.562
"U.S. Bombs","energy",0.927
"U.S. Bombs","liveness",0.242
"U.S. Bombs","tempo",132.072
"U.S.A. For Africa","danceability",0.528
"U.S.A. For Africa","energy",0.447
"U.S.A. For Africa","liveness",0.0745
"U.S.A. For Africa","tempo",72.58
"U.S.D.A.","danceability",0.602
"U.S.D.A.","energy",0.514
"U.S.D.A.","liveness",0.353
"U.S.D.A.","tempo",115.223
"U2","danceability",0.444403548
"U2","energy",0.680154324
"U2","liveness",0.30409867
"U2","tempo",126.8481596
"U96","danceability",0.639
"U96","energy",0.883
"U96","liveness",0.251
"U96","tempo",122.723
"UB40","danceability",0.777606742
"UB40","energy",0.49188764
"UB40","liveness",0.106269663
"UB40","tempo",115.8712135
"UFO","danceability",0.396575
"UFO","energy",0.7605
"UFO","liveness",0.374835
"UFO","tempo",131.384875
"UGK","danceability",0.822157143
"UGK","energy",0.6301
"UGK","liveness",0.159201429
"UGK","tempo",119.1969
"UMI","danceability",0.7175
"UMI","energy",0.344
"UMI","liveness",0.222075
"UMI","tempo",128.1985
"UNKLE","danceability",0.37
"UNKLE","energy",0.5895
