"group","axis","value"
"Arturo Basile","energy",0.161125
"Arturo Basile","liveness",0.233535
"Arturo Basile","tempo",108.37565
"Arturo Basile / Giulio Neri","danceability",0.292
"Arturo Basile / Giulio Neri","energy",0.0951
"Arturo Basile / Giulio Neri","liveness",0.195
"Arturo Basile / Giulio Neri","tempo",83.623
"Arturo Benedetti Michelangeli","danceability",0.3676
"Arturo Benedetti Michelangeli","energy",0.07053
"Arturo Benedetti Michelangeli","liveness",0.15788
"Arturo Benedetti Michelangeli","tempo",64.2596
"Arturo Buzzi-Peccia","danceability",0.19
"Arturo Buzzi-Peccia","energy",0.524
"Arturo Buzzi-Peccia","liveness",0.525
"Arturo Buzzi-Peccia","tempo",63.005
"Arturo Patiño","danceability",0.498
"Arturo Patiño","energy",0.3125
"Arturo Patiño","liveness",0.09335
"Arturo Patiño","tempo",109.489
"Arturo Sobenes","danceability",0.482666667
"Arturo Sobenes","energy",0.647
"Arturo Sobenes","liveness",0.406666667
"Arturo Sobenes","tempo",65.33433333
"Arturo Toscanini","danceability",0.317518755
"Arturo Toscanini","energy",0.204185983
"Arturo Toscanini","liveness",0.280045394
"Arturo Toscanini","tempo",102.0623485
"Artus Moser","danceability",0.367
"Artus Moser","energy",0.0356
"Artus Moser","liveness",0.114
"Artus Moser","tempo",94.628
"Arty Skye","danceability",0.798
"Arty Skye","energy",0.792
"Arty Skye","liveness",0.309
"Arty Skye","tempo",94.967
"Arun","danceability",0.5685
"Arun","energy",0.157
"Arun","liveness",0.168
"Arun","tempo",153.0495
"Arun Kumar","danceability",0.550731707
"Arun Kumar","energy",0.238243902
"Arun Kumar","liveness",0.17935122
"Arun Kumar","tempo",105.2002439
"Arvind Pandya","danceability",0.5915
"Arvind Pandya","energy",0.081
"Arvind Pandya","liveness",0.114
"Arvind Pandya","tempo",77.9415
"Arvino Martinez","danceability",0.606
"Arvino Martinez","energy",0.0338
"Arvino Martinez","liveness",0.166
"Arvino Martinez","tempo",137.955
"Arvo Pärt","danceability",0.23675
"Arvo Pärt","energy",0.01940675
"Arvo Pärt","liveness",0.09545
"Arvo Pärt","tempo",78.051
"Ary Barroso","danceability",0.465
"Ary Barroso","energy",0.439
"Ary Barroso","liveness",0.168
"Ary Barroso","tempo",121.34
"As Blood Runs Black","danceability",0.358
"As Blood Runs Black","energy",0.9925
"As Blood Runs Black","liveness",0.20545
"As Blood Runs Black","tempo",113.7765
"As Estrelas","danceability",0.2716
"As Estrelas","energy",0.2186
"As Estrelas","liveness",0.2044
"As Estrelas","tempo",115.6974
"As I Lay Dying","danceability",0.336181818
"As I Lay Dying","energy",0.984727273
"As I Lay Dying","liveness",0.259727273
"As I Lay Dying","tempo",149.6029091
"Asa Martin & his Kentucky Hillbillies","danceability",0.604
"Asa Martin & his Kentucky Hillbillies","energy",0.113
"Asa Martin & his Kentucky Hillbillies","liveness",0.352
"Asa Martin & his Kentucky Hillbillies","tempo",130.893
"Asaf Avidan & the Mojos","danceability",0.826
"Asaf Avidan & the Mojos","energy",0.668
"Asaf Avidan & the Mojos","liveness",0.167
"Asaf Avidan & the Mojos","tempo",118.99
"Ascend The Hill","danceability",0.463
"Ascend The Hill","energy",0.499
"Ascend The Hill","liveness",0.0874
"Ascend The Hill","tempo",128.07
"Ascharyamoyee Dasi","danceability",0.40675
"Ascharyamoyee Dasi","energy",0.19695
"Ascharyamoyee Dasi","liveness",0.1785
"Ascharyamoyee Dasi","tempo",118.07225
"Aschberger Saitenmusi","danceability",0.581916667
"Aschberger Saitenmusi","energy",0.403083333
"Aschberger Saitenmusi","liveness",0.124008333
"Aschberger Saitenmusi","tempo",123.9864167
"Ash","danceability",0.247
"Ash","energy",0.764
"Ash","liveness",0.16
"Ash","tempo",154.707
"Ash Costello","danceability",0.376
"Ash Costello","energy",0.939
"Ash Costello","liveness",0.116
"Ash Costello","tempo",190.109
"Ash Riser","danceability",0.613
"Ash Riser","energy",0.843
"Ash Riser","liveness",0.0917
"Ash Riser","tempo",102.968
"Ash Soul, Inc.","danceability",0.593
"Ash Soul, Inc.","energy",0.381
"Ash Soul, Inc.","liveness",0.213
"Ash Soul, Inc.","tempo",123.603
"Asha Bhosle","danceability",0.560216301
"Asha Bhosle","energy",0.385200313
"Asha Bhosle","liveness",0.227716928
"Asha Bhosle","tempo",116.0947335
"Asha Posle","danceability",0.6705
"Asha Posle","energy",0.314
"Asha Posle","liveness",0.2325
"Asha Posle","tempo",94.202
"Asha Puthli","danceability",0.638
"Asha Puthli","energy",0.432
"Asha Puthli","liveness",0.213
"Asha Puthli","tempo",98.932
"Ashana","danceability",0.126583333
"Ashana","energy",0.094093333
"Ashana","liveness",0.1025
"Ashana","tempo",72.31133333
"Ashanti","danceability",0.70316
"Ashanti","energy",0.66204
"Ashanti","liveness",0.168014
"Ashanti","tempo",100.09762
"Ashbury","danceability",0.465
"Ashbury","energy",0.6875
"Ashbury","liveness",0.144
"Ashbury","tempo",123.116
"Ashe","danceability",0.63275
"Ashe","energy",0.6045
"Ashe","liveness",0.159525
"Ashe","tempo",123.426
"Asher D","danceability",0.556
"Asher D","energy",0.944
"Asher D","liveness",0.209
"Asher D","tempo",128.012
"Asher Roth","danceability",0.713
"Asher Roth","energy",0.826
"Asher Roth","liveness",0.421
"Asher Roth","tempo",86.444
"Ashes Remain","danceability",0.45675
"Ashes Remain","energy",0.685
"Ashes Remain","liveness",0.241225
"Ashes Remain","tempo",114.73225
"Ashford & Simpson","danceability",0.676375
"Ashford & Simpson","energy",0.64125
"Ashford & Simpson","liveness",0.256975
"Ashford & Simpson","tempo",109.220875
"Ashik Hussain","danceability",0.4585
"Ashik Hussain","energy",0.2095
"Ashik Hussain","liveness",0.167
"Ashik Hussain","tempo",71.395
"Ashima Banerjee","danceability",0.554
"Ashima Banerjee","energy",0.0413
"Ashima Banerjee","liveness",0.121
"Ashima Banerjee","tempo",72.627
"Ashlee Simpson","danceability",0.5872
"Ashlee Simpson","energy",0.8108
"Ashlee Simpson","liveness",0.20394
"Ashlee Simpson","tempo",133.3978
"Ashleigh Anita","danceability",0.329
"Ashleigh Anita","energy",0.228
"Ashleigh Anita","liveness",0.135
"Ashleigh Anita","tempo",90.952
"Ashley Lilley","danceability",0.5685
"Ashley Lilley","energy",0.8665
"Ashley Lilley","liveness",0.3375
"Ashley Lilley","tempo",130.0445
"Ashley McBryde","danceability",0.588
"Ashley McBryde","energy",0.5825
"Ashley McBryde","liveness",0.1249
"Ashley McBryde","tempo",112.068
"Ashley Monroe","danceability",0.52
"Ashley Monroe","energy",0.769
"Ashley Monroe","liveness",0.16515
"Ashley Monroe","tempo",130.5135
"Ashley O","danceability",0.737
"Ashley O","energy",0.81
"Ashley O","liveness",0.0523
"Ashley O","tempo",125.005
"Ashley Tisdale","danceability",0.616714286
"Ashley Tisdale","energy",0.849714286
"Ashley Tisdale","liveness",0.218692857
"Ashley Tisdale","tempo",114.642
"Ashnikko","danceability",0.704666667
"Ashnikko","energy",0.5475
"Ashnikko","liveness",0.198133333
"Ashnikko","tempo",108.6521667
"Ashok Kumar","danceability",0.484
"Ashok Kumar","energy",0.284246575
"Ashok Kumar","liveness",0.24119726
"Ashok Kumar","tempo",100.4394658
"Ashoketaru Banerjee","danceability",0.334
"Ashoketaru Banerjee","energy",0.172
"Ashoketaru Banerjee","liveness",0.0865
"Ashoketaru Banerjee","tempo",111.268
"Ashra","danceability",0.335
"Ashra","energy",0.2608
"Ashra","liveness",0.1554
"Ashra","tempo",108.3094
"Ashraf Khan","danceability",0.373666667
"Ashraf Khan","energy",0.232666667
"Ashraf Khan","liveness",0.4305
"Ashraf Khan","tempo",73.15966667
"Ashtro Bot","danceability",0.465
"Ashtro Bot","energy",0.854
"Ashtro Bot","liveness",0.618
"Ashtro Bot","tempo",85.126
"Asia","danceability",0.3506875
"Asia","energy",0.7730625
"Asia","liveness",0.22151875
"Asia","tempo",125.57625
"Asia Cruise","danceability",0.706
"Asia Cruise","energy",0.579
"Asia Cruise","liveness",0.272
"Asia Cruise","tempo",102.054
"Asian Doll","danceability",0.907
"Asian Doll","energy",0.638
"Asian Doll","liveness",0.434
"Asian Doll","tempo",109.971
"Asin","danceability",0.514333333
"Asin","energy",0.363
"Asin","liveness",0.161
"Asin","tempo",101.0583333
"Asit Baran","danceability",0.471571429
"Asit Baran","energy",0.350285714
"Asit Baran","liveness",0.149857143
"Asit Baran","tempo",106.0137143
"Asking Alexandria","danceability",0.329961538
"Asking Alexandria","energy",0.947615385
"Asking Alexandria","liveness",0.333326923
"Asking Alexandria","tempo",130.6067692
"Aslan","danceability",0.462
"Aslan","energy",0.665
"Aslan","liveness",0.122
"Aslan","tempo",194.19
"Asleep At The Wheel","danceability",0.6868
"Asleep At The Wheel","energy",0.5326
"Asleep At The Wheel","liveness",0.3465
"Asleep At The Wheel","tempo",136.0052
"Aso","danceability",0.638
"Aso","energy",0.0389
"Aso","liveness",0.0731
"Aso","tempo",79.888
"Assorted Jelly Beans","danceability",0.407
"Assorted Jelly Beans","energy",0.979
"Assorted Jelly Beans","liveness",0.188
"Assorted Jelly Beans","tempo",99.019
"Astar Shamir","danceability",0.444
"Astar Shamir","energy",0.554
"Astar Shamir","liveness",0.113
"Astar Shamir","tempo",132.661
"Astor Piazzolla","danceability",0.457333333
"Astor Piazzolla","energy",0.400904762
"Astor Piazzolla","liveness",0.192742857
"Astor Piazzolla","tempo",126.154619
"Astra Desmond","danceability",0.39025
"Astra Desmond","energy",0.0553
"Astra Desmond","liveness",0.1345
"Astra Desmond","tempo",105.94525
"Astrid S","danceability",0.591666667
"Astrid S","energy",0.729666667
"Astrid S","liveness",0.103633333
"Astrid S","tempo",111.6926667
"Astrid Varnay","danceability",0.321333333
"Astrid Varnay","energy",0.241277778
"Astrid Varnay","liveness",0.464222222
"Astrid Varnay","tempo",94.44433333
"Astrid Varnay/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan","danceability",0.353
"Astrid Varnay/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan","energy",0.427
"Astrid Varnay/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan","liveness",0.871
"Astrid Varnay/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan","tempo",77.124
"Astrid Varnay/Leonie Rysanek/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan","danceability",0.235
"Astrid Varnay/Leonie Rysanek/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan","energy",0.391
"Astrid Varnay/Leonie Rysanek/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan","liveness",0.319
"Astrid Varnay/Leonie Rysanek/Brünnhilde Friedland/Lieselotte Thomamüller/Elfriede Wild/Ruth Siewert/Eleanor Lausch/Hertha Töpper/Ira Malaniuk/Hanna Ludwig/Festspiel-Orchester Bayreuth /Herbert von Karajan","tempo",172.3
"Astrid Varnay/Sigurd Björling/Festspiel-Orchester Bayreuth /Herbert von Karajan","danceability",0.2595
"Astrid Varnay/Sigurd Björling/Festspiel-Orchester Bayreuth /Herbert von Karajan","energy",0.283
"Astrid Varnay/Sigurd Björling/Festspiel-Orchester Bayreuth /Herbert von Karajan","liveness",0.2315
"Astrid Varnay/Sigurd Björling/Festspiel-Orchester Bayreuth /Herbert von Karajan","tempo",76.0895
"Astron","danceability",0.215
"Astron","energy",0.108
"Astron","liveness",0.104
"Astron","tempo",105.621
"Astronomyy","danceability",0.594
"Astronomyy","energy",0.481
"Astronomyy","liveness",0.0939
"Astronomyy","tempo",144.941
"Astrud Gilberto","danceability",0.506875969
"Astrud Gilberto","energy",0.314117054
"Astrud Gilberto","liveness",0.228796899
"Astrud Gilberto","tempo",115.8474186
"Astrus*","danceability",0.671
"Astrus*","energy",0.288
"Astrus*","liveness",0.139
"Astrus*","tempo",68.287
"Aswad","danceability",0.7408
"Aswad","energy",0.3558
"Aswad","liveness",0.25204
"Aswad","tempo",110.8348
"Asylum Choir","danceability",0.594
"Asylum Choir","energy",0.528
"Asylum Choir","liveness",0.103
"Asylum Choir","tempo",148.023
"At The Drive In","danceability",0.346
"At The Drive In","energy",0.905125
"At The Drive In","liveness",0.329625
"At The Drive In","tempo",141.798
"At The Gates","danceability",0.189
"At The Gates","energy",0.985
"At The Gates","liveness",0.1291
"At The Gates","tempo",101.9205
"Ataraxia","danceability",0.416
"Ataraxia","energy",0.497
"Ataraxia","liveness",0.227
"Ataraxia","tempo",100.098
"Ataulfo Alves","danceability",0.589
"Ataulfo Alves","energy",0.421
"Ataulfo Alves","liveness",0.193
"Ataulfo Alves","tempo",130.272
"Ataúlfo Argenta","danceability",0.398375
"Ataúlfo Argenta","energy",0.33575
"Ataúlfo Argenta","liveness",0.1477375
"Ataúlfo Argenta","tempo",113.01775
"Aterciopelados","danceability",0.682
"Aterciopelados","energy",0.7766
"Aterciopelados","liveness",0.14894
"Aterciopelados","tempo",96.8592
"Aterrano","danceability",0.541
"Aterrano","energy",0.0293
"Aterrano","liveness",0.17
"Aterrano","tempo",117.459
"Athanase Sika","danceability",0.419125
"Athanase Sika","energy",0.58725
"Athanase Sika","liveness",0.19445
"Athanase Sika","tempo",129.585375
"Athanasia Atraidou","danceability",0.541
"Athanasia Atraidou","energy",0.47
"Athanasia Atraidou","liveness",0.124
"Athanasia Atraidou","tempo",127.243
"Athanasia Atraidoy","danceability",0.541
"Athanasia Atraidoy","energy",0.47
"Athanasia Atraidoy","liveness",0.124
"Athanasia Atraidoy","tempo",127.243
"Athanasios","danceability",0.408
"Athanasios","energy",0.527
"Athanasios","liveness",0.0989
"Athanasios","tempo",112.948
"Athanasios Athanasiou","danceability",0.562
"Athanasios Athanasiou","energy",0.606
"Athanasios Athanasiou","liveness",0.0749
"Athanasios Athanasiou","tempo",88.586
"Athanasios Eugenikos","danceability",0.491
"Athanasios Eugenikos","energy",0.4135
"Athanasios Eugenikos","liveness",0.1465
"Athanasios Eugenikos","tempo",119.8023333
"Athanasios Lioysis-Klarino","danceability",0.411
"Athanasios Lioysis-Klarino","energy",0.326
"Athanasios Lioysis-Klarino","liveness",0.116
"Athanasios Lioysis-Klarino","tempo",100.502
"Athanasios Vrouvas","danceability",0.408
"Athanasios Vrouvas","energy",0.527
"Athanasios Vrouvas","liveness",0.0989
"Athanasios Vrouvas","tempo",112.948
"Athena Cage","danceability",0.7055
"Athena Cage","energy",0.5015
"Athena Cage","liveness",0.2656
"Athena Cage","tempo",117.9015
"Atlanta","danceability",0.402
"Atlanta","energy",0.671
"Atlanta","liveness",0.12
"Atlanta","tempo",108.166
"Atlanta Rhythm Section","danceability",0.5855
"Atlanta Rhythm Section","energy",0.4825
"Atlanta Rhythm Section","liveness",0.119013636
"Atlanta Rhythm Section","tempo",113.8824545
"Atlantic Starr","danceability",0.632235294
"Atlantic Starr","energy",0.451176471
"Atlantic Starr","liveness",0.1494
"Atlantic Starr","tempo",113.3390588
"Atlas","danceability",0.797
"Atlas","energy",0.518
"Atlas","liveness",0.0954
"Atlas","tempo",139.988
"Atlas Fret","danceability",0
"Atlas Fret","energy",0
"Atlas Fret","liveness",0
"Atlas Fret","tempo",0
"Atlas Genius","danceability",0.699
"Atlas Genius","energy",0.827333333
"Atlas Genius","liveness",0.1642
"Atlas Genius","tempo",142.674
"Atlas Sound","danceability",0.536
"Atlas Sound","energy",0.922
"Atlas Sound","liveness",0.214
"Atlas Sound","tempo",121.977
"Atmosphere","danceability",0.736576923
"Atmosphere","energy",0.699346154
"Atmosphere","liveness",0.252903846
"Atmosphere","tempo",102.2043462
"Atomic Kitten","danceability",0.721
"Atomic Kitten","energy",0.65725
"Atomic Kitten","liveness",0.08515
"Atomic Kitten","tempo",96.07625
"Atomic Rooster","danceability",0.396
"Atomic Rooster","energy",0.937
"Atomic Rooster","liveness",0.898
"Atomic Rooster","tempo",131.407
"Atomship","danceability",0.632
"Atomship","energy",0.938
"Atomship","liveness",0.265
"Atomship","tempo",119.941
"Atreyu","danceability",0.3563
"Atreyu","energy",0.9397
"Atreyu","liveness",0.246775
"Atreyu","tempo",144.1251
"Atta Boy","danceability",0.492
"Atta Boy","energy",0.379666667
"Atta Boy","liveness",0.091733333
"Atta Boy","tempo",93.72066667
"Attack Attack!","danceability",0.3855
"Attack Attack!","energy",0.9435
"Attack Attack!","liveness",0.201
"Attack Attack!","tempo",137.5215
"Attaque 77","danceability",0.592
"Attaque 77","energy",0.51
"Attaque 77","liveness",0.202
"Attaque 77","tempo",143.531
"Attila","danceability",0.412333333
"Attila","energy",0.936
"Attila","liveness",0.185366667
"Attila","tempo",130.6043333
"Attila the Hun","danceability",0.618
"Attila the Hun","energy",0.302692308
"Attila the Hun","liveness",0.237315385
"Attila the Hun","tempo",123.4557692
"Au/Ra","danceability",0.5196
"Au/Ra","energy",0.4784
"Au/Ra","liveness",0.10808
"Au/Ra","tempo",139.5248
"Aubrey Woods","danceability",0.4865
"Aubrey Woods","energy",0.5865
"Aubrey Woods","liveness",0.445
"Aubrey Woods","tempo",142.312
"Audien","danceability",0.634625
"Audien","energy",0.835875
"Audien","liveness",0.23
"Audien","tempo",129.017125
"Audio Adrenaline","danceability",0.683
"Audio Adrenaline","energy",0.839333333
"Audio Adrenaline","liveness",0.093133333
"Audio Adrenaline","tempo",117.3456667
"Audio Two","danceability",0.913
"Audio Two","energy",0.351
"Audio Two","liveness",0.401
"Audio Two","tempo",91.499
"Audio-Rarities","danceability",0.5025
"Audio-Rarities","energy",0.58
"Audio-Rarities","liveness",0.413
"Audio-Rarities","tempo",125.753
"Audiodub","danceability",0.782
"Audiodub","energy",0.569
"Audiodub","liveness",0.115
"Audiodub","tempo",96.085
"Audiomachine","danceability",0.475
"Audiomachine","energy",0.789
"Audiomachine","liveness",0.104
"Audiomachine","tempo",137.984
"Audioslave","danceability",0.452222222
"Audioslave","energy",0.759888889
"Audioslave","liveness",0.181933333
"Audioslave","tempo",106.6218889
"Audiovent","danceability",0.429
"Audiovent","energy",0.934
"Audiovent","liveness",0.246
"Audiovent","tempo",134.577
"Audra Mae","danceability",0.67
"Audra Mae","energy",0.393
"Audra Mae","liveness",0.104
"Audra Mae","tempo",77.461
"Audrey Assad","danceability",0.3395
"Audrey Assad","energy",0.2725
"Audrey Assad","liveness",0.09785
"Audrey Assad","tempo",97.479
"Audrey Hepburn","danceability",0.359941176
"Audrey Hepburn","energy",0.232658824
"Audrey Hepburn","liveness",0.152476471
"Audrey Hepburn","tempo",116.6481765
"Audrey Mika","danceability",0.80425
"Audrey Mika","energy",0.52675
"Audrey Mika","liveness",0.16905
"Audrey Mika","tempo",109.78
"Augie Rios","danceability",0.733
"Augie Rios","energy",0.397
"Augie Rios","liveness",0.124
"Augie Rios","tempo",130.159
"August Alsina","danceability",0.521333333
"August Alsina","energy",0.622066667
"August Alsina","liveness",0.249833333
"August Alsina","tempo",111.9647333
"August Burns Red","danceability",0.221
"August Burns Red","energy",0.9692
"August Burns Red","liveness",0.2606
"August Burns Red","tempo",134.3164
"August Jaresch","danceability",0.330133333
"August Jaresch","energy",0.092173333
"August Jaresch","liveness",0.203
"August Jaresch","tempo",98.88353333
"Augustana","danceability",0.4235
"Augustana","energy",0.649
"Augustana","liveness",0.1175
"Augustana","tempo",149.47
"Augustin Lehfuss","danceability",0.635
"Augustin Lehfuss","energy",0.527
"Augustin Lehfuss","liveness",0.198
"Augustin Lehfuss","tempo",108.741
"Augustin Ramirez","danceability",0.799
"Augustin Ramirez","energy",0.2985
"Augustin Ramirez","liveness",0.2175
"Augustin Ramirez","tempo",107.6845
"Augustus Pablo","danceability",0.793625
"Augustus Pablo","energy",0.45675
"Augustus Pablo","liveness",0.11155625
"Augustus Pablo","tempo",118.184875
"Auli'i Cravalho","danceability",0.447875
"Auli'i Cravalho","energy",0.340375
"Auli'i Cravalho","liveness",0.1323
"Auli'i Cravalho","tempo",115.4105
"Aunt Molly Jackson","danceability",0.639
"Aunt Molly Jackson","energy",0.0255
"Aunt Molly Jackson","liveness",0.146
"Aunt Molly Jackson","tempo",58.66
"Aurelio Voltaire","danceability",0.512
"Aurelio Voltaire","energy",0.7285
"Aurelio Voltaire","liveness",0.2656
"Aurelio Voltaire","tempo",142.6515
"Aurora","danceability",0.682
"Aurora","energy",0.472
"Aurora","liveness",0.0929
"Aurora","tempo",121.683
"Aurora Cattelani","danceability",0.38875
"Aurora Cattelani","energy",0.2185
"Aurora Cattelani","liveness",0.34925
"Aurora Cattelani","tempo",115.879
"Aurora Cattelani/Coro del Teatro alla Scala, Milano/Orchestra del Teatro alla Scala, Milano/Tullio Serafin","danceability",0.7
"Aurora Cattelani/Coro del Teatro alla Scala, Milano/Orchestra del Teatro alla Scala, Milano/Tullio Serafin","energy",0.168
"Aurora Cattelani/Coro del Teatro alla Scala, Milano/Orchestra del Teatro alla Scala, Milano/Tullio Serafin","liveness",0.516
"Aurora Cattelani/Coro del Teatro alla Scala, Milano/Orchestra del Teatro alla Scala, Milano/Tullio Serafin","tempo",39.205
"Aurora Miranda","danceability",0.714
"Aurora Miranda","energy",0.40725
"Aurora Miranda","liveness",0.169975
"Aurora Miranda","tempo",112.21925
"Aurra","danceability",0.76475
"Aurra","energy",0.7835
"Aurra","liveness",0.137175
"Aurra","tempo",112.44175
"Austin Awake","danceability",0.687
"Austin Awake","energy",0.56
"Austin Awake","liveness",0.117
"Austin Awake","tempo",94.986
"Austin Burke","danceability",0.791
"Austin Burke","energy",0.715
"Austin Burke","liveness",0.115
"Austin Burke","tempo",112.027
"Austin Feinstein","danceability",0.331666667
"Austin Feinstein","energy",0.696666667
"Austin Feinstein","liveness",0.657
"Austin Feinstein","tempo",91.589
"Austin Mahone","danceability",0.69
"Austin Mahone","energy",0.784166667
"Austin Mahone","liveness",0.269333333
"Austin Mahone","tempo",124.2988333
"Austin Moon","danceability",0.652777778
"Austin Moon","energy",0.852
"Austin Moon","liveness",0.1483
"Austin Moon","tempo",128.1708889
"Austin Roberts","danceability",0.595
"Austin Roberts","energy",0.545
"Austin Roberts","liveness",0.0725
"Austin Roberts","tempo",142.329
"Austin Wintory","danceability",0.203
"Austin Wintory","energy",0.112
"Austin Wintory","liveness",0.126
"Austin Wintory","tempo",72.483
"Australian Crawl","danceability",0.595
"Australian Crawl","energy",0.7265
"Australian Crawl","liveness",0.244033333
"Australian Crawl","tempo",123.0576667
"Austyn Johnson","danceability",0.253
"Austyn Johnson","energy",0.139
"Austyn Johnson","liveness",0.269
"Austyn Johnson","tempo",74.369
"Autechre","danceability",0.712
"Autechre","energy",0.6105
"Autechre","liveness",0.0955
"Autechre","tempo",132.644
"Authority Zero","danceability",0.43775
"Authority Zero","energy",0.954
"Authority Zero","liveness",0.226575
"Authority Zero","tempo",114.01525
"Autograf","danceability",0.797
"Autograf","energy",0.69
"Autograf","liveness",0.132
"Autograf","tempo",124
"Autograph","danceability",0.5595
"Autograph","energy",0.852
"Autograph","liveness",0.1973625
"Autograph","tempo",133.053625
"Autoheart","danceability",0.62
"Autoheart","energy",0.563
"Autoheart","liveness",0.141975
"Autoheart","tempo",117.522
"Autopilot Off","danceability",0.4495
"Autopilot Off","energy",0.973
"Autopilot Off","liveness",0.256
"Autopilot Off","tempo",100.304
"Ava Gardner","danceability",0.343
"Ava Gardner","energy",0.01856
"Ava Gardner","liveness",0.10425
"Ava Gardner","tempo",90.874
"Ava Max","danceability",0.629043478
"Ava Max","energy",0.682086957
"Ava Max","liveness",0.159608696
"Ava Max","tempo",134.16
"Avail","danceability",0.279
"Avail","energy",0.984
"Avail","liveness",0.135
"Avail","tempo",105.223
"Avalanche City","danceability",0.519
"Avalanche City","energy",0.494
"Avalanche City","liveness",0.159
"Avalanche City","tempo",99.909
"Avalon","danceability",0.572
"Avalon","energy",0.872
"Avalon","liveness",0.129
"Avalon","tempo",94.032
"Avant","danceability",0.692869565
"Avant","energy",0.544652174
"Avant","liveness",0.139991304
"Avant","tempo",129.2224348
"Avatar","danceability",0.5105
"Avatar","energy",0.9665
"Avatar","liveness",0.1865
"Avatar","tempo",104.0495
"Avelino Muñoz","danceability",0.730763636
"Avelino Muñoz","energy",0.535763636
"Avelino Muñoz","liveness",0.170421818
"Avelino Muñoz","tempo",108.3477455
"Avenged Sevenfold","danceability",0.443709677
"Avenged Sevenfold","energy",0.886822581
"Avenged Sevenfold","liveness",0.195903226
"Avenged Sevenfold","tempo",139.7347581
"Aventura","danceability",0.797397849
"Aventura","energy",0.597709677
"Aventura","liveness",0.191864516
"Aventura","tempo",129.5653656
"Avenue Beat","danceability",0.695
"Avenue Beat","energy",0.718
"Avenue Beat","liveness",0.0871
"Avenue Beat","tempo",114.963
"Avenue Blue (Featuring Jeff Golub)","danceability",0.641
"Avenue Blue (Featuring Jeff Golub)","energy",0.625
"Avenue Blue (Featuring Jeff Golub)","liveness",0.202
"Avenue Blue (Featuring Jeff Golub)","tempo",91.917
"Avenue Q Ensemble","danceability",0.6635
"Avenue Q Ensemble","energy",0.303
"Avenue Q Ensemble","liveness",0.279
"Avenue Q Ensemble","tempo",82.904
"Average White Band","danceability",0.64445
"Average White Band","energy",0.6544
"Average White Band","liveness",0.17551
"Average White Band","tempo",110.2154
"Avery Robinson","danceability",0.26
"Avery Robinson","energy",0.0349
"Avery Robinson","liveness",0.105
"Avery Robinson","tempo",69.314
"Avery Storm","danceability",0.775
"Avery Storm","energy",0.687333333
"Avery Storm","liveness",0.140933333
"Avery Storm","tempo",108.6113333
"Avi Kaplan","danceability",0.714
"Avi Kaplan","energy",0.503
"Avi Kaplan","liveness",0.124
"Avi Kaplan","tempo",104.882
"Avicii","danceability",0.575526316
"Avicii","energy",0.801754386
"Avicii","liveness",0.182012281
"Avicii","tempo",125.2160526
"Avinash","danceability",0.498533333
"Avinash","energy",0.286
"Avinash","liveness",0.284586667
"Avinash","tempo",95.3462
"Avinash Vyas","danceability",0.593333333
"Avinash Vyas","energy",0.200016667
"Avinash Vyas","liveness",0.257
"Avinash Vyas","tempo",101.2281667
"Avner Kenner","danceability",0.456
"Avner Kenner","energy",0.271
"Avner Kenner","liveness",0.107
"Avner Kenner","tempo",107.801
"Avon Long","danceability",0.55
"Avon Long","energy",0.369
"Avon Long","liveness",0.243
"Avon Long","tempo",102.987
"Avril Lavigne","danceability",0.516209877
"Avril Lavigne","energy",0.825234568
"Avril Lavigne","liveness",0.242530864
"Avril Lavigne","tempo",139.0458765
"Axel","danceability",0.4935
"Axel","energy",0.4155
"Axel","liveness",0.1425
"Axel","tempo",97.994
"Axel Stordahl And His Orchestra","danceability",0.377
"Axel Stordahl And His Orchestra","energy",0.178428571
"Axel Stordahl And His Orchestra","liveness",0.231428571
"Axel Stordahl And His Orchestra","tempo",122.1798571
"Axel Stordahl Orchestra","danceability",0.282875
